District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Erode,Erode,TN-ERO-610,Mall Outlet,Paneer 200g,Dairy,Milky Mist,260,274900.6,41090.51,1057.31,92,291,Reliance Retail,9,25-07-2025
Vellore,Vellore,TN-VEL-697,Convenience,Wheat Flour 1kg,Staples,Annapurna,30,10560,1789.96,352,863,217,Local Distributor,8,08-08-2024
Pudukkottai,Pudukkottai,TN-PUD-967,Supermarket,Curd 500g,Dairy,Aavin,73,77474.9,15146.47,1061.3,782,153,P&G,1,31-03-2025
Coimbatore,Pollachi,TN-COI-675,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,288,103838.4,13215.49,360.55,461,245,Metro Cash & Carry,5,01-09-2023
Salem,Salem,TN-SAL-503,Convenience,Biscuits Family Pack,Snacks,Britannia,290,327108.4,65746.51,1127.96,203,204,Metro Cash & Carry,7,21-10-2025
Coimbatore,Coimbatore,TN-COI-139,Hypermarket,Biscuits Family Pack,Snacks,Britannia,247,156304.07,12471.21,632.81,914,181,HUL,6,14-10-2024
Tirunelveli,Palayamkottai,TN-TIR-731,Convenience,Mineral Water 1L,Beverages,Bisleri,177,109497.51,16637.36,618.63,501,231,Metro Cash & Carry,5,30-08-2025
Chennai,Chennai,TN-CHE-439,Supermarket,Curd 500g,Dairy,Aavin,162,155547.54,30341.86,960.17,704,211,ITC,10,29-08-2025
Thoothukudi,Thoothukudi,TN-THO-838,Supermarket,Mineral Water 1L,Beverages,Bisleri,250,55300,9722.02,221.2,634,248,Reliance Retail,3,11-05-2024
Coimbatore,Pollachi,TN-COI-817,Supermarket,Coffee 200g,Beverages,Bru,14,7566.02,1012,540.43,422,226,HUL,7,24-10-2025
Virudhunagar,Sivakasi,TN-VIR-993,Supermarket,Sugar 1kg,Staples,Madhur,270,71458.2,8218.4,264.66,678,172,Metro Cash & Carry,7,04-10-2024
Tirunelveli,Palayamkottai,TN-TIR-645,Convenience,Garbage Bags,Home Care,Supreme,186,152058.72,33989.82,817.52,697,214,Local Distributor,5,18-09-2025
Erode,Erode,TN-ERO-385,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,120,135714,33446.99,1130.95,789,123,Local Distributor,4,28-09-2025
Dindigul,Palani,TN-DIN-457,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,152,24899.12,4614.42,163.81,388,279,Reliance Retail,6,27-10-2023
Thanjavur,Thanjavur,TN-THA-394,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,231,183425.55,36587.47,794.05,219,101,Metro Cash & Carry,5,10-07-2024
Salem,Salem,TN-SAL-730,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,129,10307.1,2381.32,79.9,231,213,HUL,1,25-07-2023
Kanchipuram,Chengalpattu,TN-KAN-834,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,75,1958.25,313.46,26.11,951,90,Reliance Retail,8,04-09-2025
Erode,Gobichettipalayam,TN-ERO-428,Convenience,Wheat Flour 1kg,Staples,Annapurna,50,39485.5,3808.14,789.71,756,235,ITC,3,05-05-2025
Tirunelveli,Tirunelveli,TN-TIR-956,Wholesale,Detergent 1kg,Home Care,Surf Excel,100,112520,27277.8,1125.2,948,124,ITC,1,03-09-2024
Sivaganga,Sivaganga,TN-SIV-443,Convenience,Paneer 200g,Dairy,Milky Mist,283,180752.1,41184.73,638.7,137,267,Metro Cash & Carry,8,12-07-2024
Erode,Erode,TN-ERO-438,Hypermarket,Paneer 200g,Dairy,Milky Mist,136,118041.2,6234.56,867.95,345,252,P&G,10,31-01-2024
Tirunelveli,Palayamkottai,TN-TIR-946,Wholesale,Floor Cleaner 1L,Home Care,Lizol,172,21044.2,3869,122.35,189,85,Reliance Retail,6,23-05-2024
Chennai,Chennai,TN-CHE-492,Hypermarket,Paneer 200g,Dairy,Milky Mist,141,161552.16,17833.61,1145.76,740,196,ITC,5,06-01-2025
Vellore,Vellore,TN-VEL-783,Supermarket,Paneer 200g,Dairy,Milky Mist,162,33772.14,6322.64,208.47,945,279,Local Distributor,5,29-08-2023
Thanjavur,Kumbakonam,TN-THA-729,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,73,42650.25,6013.5,584.25,620,145,Reliance Retail,9,22-08-2025
Pudukkottai,Pudukkottai,TN-PUD-880,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,46,29444.6,4582.6,640.1,370,69,Metro Cash & Carry,2,07-05-2023
Pudukkottai,Pudukkottai,TN-PUD-686,Mall Outlet,Sugar 1kg,Staples,Madhur,89,36239.02,5583.28,407.18,119,224,HUL,10,28-09-2025
Madurai,Thirumangalam,TN-MAD-928,Supermarket,Paneer 200g,Dairy,Milky Mist,72,45045.36,6367.6,625.63,59,193,Reliance Retail,5,14-02-2023
Cuddalore,Chidambaram,TN-CUD-936,Supermarket,Coffee 200g,Beverages,Bru,42,3084.48,366.76,73.44,65,188,ITC,2,24-08-2025
Coimbatore,Mettupalayam,TN-COI-518,Hypermarket,Sugar 1kg,Staples,Madhur,220,101609.2,23194,461.86,459,272,Reliance Retail,7,14-06-2023
Pudukkottai,Pudukkottai,TN-PUD-769,Convenience,Toor Dal 1kg,Pulses,24 Mantra,96,114389.76,14711.86,1191.56,130,236,HUL,1,16-02-2023
Thanjavur,Kumbakonam,TN-THA-789,Mall Outlet,Curd 500g,Dairy,Aavin,277,129511.35,12424.39,467.55,471,138,HUL,5,22-01-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-928,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,13,3951.87,250.78,303.99,608,58,Reliance Retail,10,10-04-2023
Vellore,Vellore,TN-VEL-511,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,281,77662.78,17299.08,276.38,57,85,Metro Cash & Carry,5,24-04-2024
Sivaganga,Karaikudi,TN-SIV-691,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,126,47386.08,3727.01,376.08,676,183,HUL,7,07-09-2024
Thoothukudi,Thoothukudi,TN-THO-670,Mall Outlet,Tea 500g,Beverages,Tata Tea,223,150725.7,8949.61,675.9,352,291,Local Distributor,7,10-12-2025
Dindigul,Palani,TN-DIN-518,Hypermarket,Toothpaste 150g,Personal Care,Colgate,197,46685.06,7356.9,236.98,246,267,HUL,5,23-10-2023
Tiruvallur,Tiruvallur,TN-TIR-675,Wholesale,Curd 500g,Dairy,Aavin,290,187163.1,23897.7,645.39,261,102,P&G,2,10-07-2025
Namakkal,Namakkal,TN-NAM-648,Hypermarket,Wheat Flour 1kg,Staples,Annapurna,142,66038.52,11292.18,465.06,40,273,ITC,4,20-03-2024
Karur,Karur,TN-KAR-990,Convenience,Toothpaste 150g,Personal Care,Colgate,12,3239.16,285.06,269.93,759,80,Local Distributor,8,11-05-2024
Virudhunagar,Virudhunagar,TN-VIR-506,Hypermarket,Garbage Bags,Home Care,Supreme,169,158033.59,19933.15,935.11,546,216,P&G,5,19-06-2024
Namakkal,Rasipuram,TN-NAM-577,Supermarket,Detergent 1kg,Home Care,Surf Excel,168,184616.88,22918.52,1098.91,423,61,Metro Cash & Carry,4,26-10-2023
Chennai,Chennai,TN-CHE-666,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,218,80295.94,7165.48,368.33,235,147,Metro Cash & Carry,4,19-10-2025
Pudukkottai,Pudukkottai,TN-PUD-363,Wholesale,Detergent 1kg,Home Care,Surf Excel,240,52444.8,10960.71,218.52,173,85,Local Distributor,9,27-09-2025
Tirunelveli,Tirunelveli,TN-TIR-636,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,29,26735.68,3541.9,921.92,862,211,HUL,2,06-11-2023
Chennai,Chennai,TN-CHE-617,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,35,26216.75,4806.87,749.05,631,283,Reliance Retail,8,02-02-2023
Chennai,Chennai,TN-CHE-112,Supermarket,Floor Cleaner 1L,Home Care,Lizol,145,94564.65,10150.35,652.17,514,258,Local Distributor,7,03-01-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-636,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,103,77388.02,7776.23,751.34,362,118,Reliance Retail,2,03-02-2025
Cuddalore,Chidambaram,TN-CUD-678,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,158,130692.86,28696.68,827.17,669,269,Local Distributor,1,11-07-2023
Cuddalore,Chidambaram,TN-CUD-486,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,33,25454.88,4850.91,771.36,84,177,Reliance Retail,6,15-07-2023
Nagapattinam,Nagapattinam,TN-NAG-335,Hypermarket,Mineral Water 1L,Beverages,Bisleri,248,84292.72,19794.62,339.89,700,286,P&G,9,09-03-2023
Tirunelveli,Palayamkottai,TN-TIR-116,Hypermarket,Mineral Water 1L,Beverages,Bisleri,78,70797.48,13631.51,907.66,407,287,ITC,5,29-11-2023
Sivaganga,Sivaganga,TN-SIV-680,Wholesale,Garbage Bags,Home Care,Supreme,174,82291.56,16289.53,472.94,809,226,Local Distributor,2,22-10-2025
Namakkal,Namakkal,TN-NAM-200,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,43,18141.7,3697.3,421.9,977,202,Reliance Retail,6,02-03-2023
Thoothukudi,Thoothukudi,TN-THO-602,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,288,325598.4,44401.72,1130.55,696,199,Local Distributor,7,25-06-2023
Virudhunagar,Sivakasi,TN-VIR-917,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,47,15801.87,1991.04,336.21,802,212,HUL,7,10-10-2024
Namakkal,Namakkal,TN-NAM-193,Supermarket,Toothpaste 150g,Personal Care,Colgate,232,103170.4,10724.9,444.7,135,72,HUL,7,08-07-2025
Pudukkottai,Pudukkottai,TN-PUD-205,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,186,125360.28,21234.14,673.98,803,133,Reliance Retail,1,20-08-2024
Kanchipuram,Chengalpattu,TN-KAN-897,Supermarket,Garbage Bags,Home Care,Supreme,129,89643.39,7522.57,694.91,389,93,HUL,5,08-09-2024
Thoothukudi,Thoothukudi,TN-THO-249,Supermarket,Tea 500g,Beverages,Tata Tea,227,78460.28,8626.74,345.64,801,69,P&G,5,20-05-2024
Karur,Karur,TN-KAR-568,Supermarket,Sugar 1kg,Staples,Madhur,160,4478.4,578.33,27.99,861,208,Reliance Retail,6,20-06-2025
Dindigul,Palani,TN-DIN-935,Mall Outlet,Sugar 1kg,Staples,Madhur,158,62944.04,15072.31,398.38,205,172,P&G,3,26-03-2025
Dindigul,Palani,TN-DIN-852,Wholesale,Mineral Water 1L,Beverages,Bisleri,129,52186.95,5534.95,404.55,804,150,P&G,2,14-02-2024
Sivaganga,Sivaganga,TN-SIV-798,Mall Outlet,Rice 5kg,Staples,Aachi,241,272983.11,25095.25,1132.71,816,124,Local Distributor,2,17-04-2025
Karur,Karur,TN-KAR-748,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,134,106827.48,20622.75,797.22,808,146,ITC,8,08-09-2025
Sivaganga,Karaikudi,TN-SIV-647,Mall Outlet,Curd 500g,Dairy,Aavin,283,17936.54,4370.88,63.38,718,279,Metro Cash & Carry,10,24-06-2023
Tiruchirappalli,Tiruchirappalli,TN-TIR-773,Convenience,Tea 500g,Beverages,Tata Tea,27,18484.2,3308.79,684.6,662,152,P&G,7,05-08-2023
Chennai,Chennai,TN-CHE-364,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,270,183176.1,34351.54,678.43,226,164,P&G,7,06-08-2025
Sivaganga,Sivaganga,TN-SIV-453,Supermarket,Detergent 1kg,Home Care,Surf Excel,58,21379.38,5005.12,368.61,87,79,Local Distributor,3,14-12-2024
Thanjavur,Kumbakonam,TN-THA-566,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,252,108609.48,7551.03,430.99,739,228,Reliance Retail,6,18-05-2023
Thanjavur,Thanjavur,TN-THA-929,Supermarket,Rice 5kg,Staples,Aachi,180,141228,26187.61,784.6,168,288,Local Distributor,4,22-11-2025
Tirunelveli,Tirunelveli,TN-TIR-438,Mall Outlet,Curd 500g,Dairy,Aavin,241,70755.19,9269.6,293.59,188,97,Local Distributor,7,21-03-2025
Chennai,Chennai,TN-CHE-560,Mall Outlet,Curd 500g,Dairy,Aavin,204,5151,478.83,25.25,285,242,Local Distributor,2,28-07-2023
Pudukkottai,Pudukkottai,TN-PUD-474,Convenience,Coffee 200g,Beverages,Bru,239,36918.33,6798.15,154.47,501,185,Local Distributor,6,06-03-2025
Virudhunagar,Sivakasi,TN-VIR-701,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,185,188276.35,32660.78,1017.71,833,222,Local Distributor,5,23-06-2023
Salem,Attur,TN-SAL-220,Hypermarket,Toothpaste 150g,Personal Care,Colgate,64,15103.36,2849.81,235.99,523,149,Reliance Retail,10,10-10-2023
Sivaganga,Karaikudi,TN-SIV-533,Hypermarket,Detergent 1kg,Home Care,Surf Excel,280,234710,42025.3,838.25,177,192,HUL,8,14-08-2024
Salem,Salem,TN-SAL-422,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,32,33322.24,8009.61,1041.32,496,84,HUL,7,01-11-2025
Karur,Karur,TN-KAR-801,Wholesale,Curd 500g,Dairy,Aavin,232,138427.44,9210.15,596.67,31,253,HUL,5,08-03-2023
Thoothukudi,Thoothukudi,TN-THO-650,Convenience,Tea 500g,Beverages,Tata Tea,239,164305.33,33602.01,687.47,507,190,Metro Cash & Carry,2,22-08-2023
Thoothukudi,Thoothukudi,TN-THO-655,Supermarket,Paneer 200g,Dairy,Milky Mist,284,78917.92,10656.36,277.88,753,262,Local Distributor,4,01-09-2024
Coimbatore,Mettupalayam,TN-COI-369,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,229,238398.16,17516.83,1041.04,831,110,HUL,10,19-12-2024
Virudhunagar,Sivakasi,TN-VIR-269,Mall Outlet,Sugar 1kg,Staples,Madhur,110,107796.7,22754.6,979.97,583,139,Metro Cash & Carry,5,11-12-2023
Dindigul,Palani,TN-DIN-396,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,268,317011.84,58919.78,1182.88,97,84,Reliance Retail,1,21-07-2024
Salem,Salem,TN-SAL-355,Hypermarket,Biscuits Family Pack,Snacks,Britannia,131,120328.74,22290.53,918.54,501,86,Metro Cash & Carry,5,28-04-2025
Cuddalore,Chidambaram,TN-CUD-177,Supermarket,Milk 1L,Dairy,Aavin,268,242478.36,45814.04,904.77,898,144,Reliance Retail,8,01-11-2024
Sivaganga,Sivaganga,TN-SIV-989,Supermarket,Paneer 200g,Dairy,Milky Mist,188,192348.44,40226.9,1023.13,407,105,Reliance Retail,4,10-10-2025
Thoothukudi,Thoothukudi,TN-THO-948,Convenience,Biscuits Family Pack,Snacks,Britannia,285,200058.6,32655.25,701.96,496,251,P&G,1,05-04-2023
Tiruchirappalli,Srirangam,TN-TIR-116,Supermarket,Tea 500g,Beverages,Tata Tea,230,128498.7,31914.92,558.69,438,101,Local Distributor,3,10-09-2024
Tirunelveli,Palayamkottai,TN-TIR-195,Convenience,Bath Soap (Pack),Personal Care,Lux,47,21562.66,4975.8,458.78,169,63,Reliance Retail,5,24-04-2024
Kanchipuram,Kanchipuram,TN-KAN-820,Supermarket,Rice 5kg,Staples,Aachi,114,66419.82,5083.77,582.63,231,182,Local Distributor,8,20-01-2023
Chennai,Chennai,TN-CHE-936,Supermarket,Curd 500g,Dairy,Aavin,72,42025.68,4025.61,583.69,91,237,ITC,2,03-10-2024
Namakkal,Rasipuram,TN-NAM-240,Wholesale,Sugar 1kg,Staples,Madhur,78,7856.94,1278,100.73,624,216,HUL,8,20-12-2024
Erode,Erode,TN-ERO-521,Mall Outlet,Paneer 200g,Dairy,Milky Mist,116,14185.64,994.31,122.29,770,81,Metro Cash & Carry,7,20-12-2024
Kanchipuram,Chengalpattu,TN-KAN-910,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,146,113974.9,11355.71,780.65,615,203,Local Distributor,10,06-08-2024
Chennai,Chennai,TN-CHE-310,Mall Outlet,Soft Drink 2L,Beverages,Coca-Cola,265,64289,8251.51,242.6,661,63,HUL,8,01-03-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-611,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,275,293889.75,15403.76,1068.69,369,289,P&G,3,03-03-2025
Sivaganga,Karaikudi,TN-SIV-474,Mall Outlet,Tea 500g,Beverages,Tata Tea,246,281977.5,57544.11,1146.25,17,200,ITC,1,20-06-2024
Erode,Erode,TN-ERO-161,Wholesale,Floor Cleaner 1L,Home Care,Lizol,151,115018.21,17276.86,761.71,425,158,Local Distributor,7,18-06-2023
Pudukkottai,Pudukkottai,TN-PUD-384,Supermarket,Toothpaste 150g,Personal Care,Colgate,45,28050.3,2542.47,623.34,827,89,Metro Cash & Carry,6,11-03-2025
Sivaganga,Sivaganga,TN-SIV-417,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,34,10488.66,2464.05,308.49,118,166,Metro Cash & Carry,10,23-04-2023
Thanjavur,Thanjavur,TN-THA-222,Supermarket,Sugar 1kg,Staples,Madhur,10,2133.2,513.25,213.32,535,182,Local Distributor,5,08-12-2023
Namakkal,Namakkal,TN-NAM-867,Convenience,Toor Dal 1kg,Pulses,24 Mantra,20,8306.2,1128.52,415.31,536,66,P&G,10,07-06-2023
Karur,Karur,TN-KAR-623,Convenience,Wheat Flour 1kg,Staples,Annapurna,260,268850.4,22415.75,1034.04,161,115,ITC,10,25-08-2023
Vellore,Vellore,TN-VEL-145,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,28,16147.04,2044.15,576.68,153,95,ITC,9,08-05-2025
Vellore,Katpadi,TN-VEL-354,Wholesale,Biscuits Family Pack,Snacks,Britannia,143,142239.24,23370.93,994.68,122,178,Local Distributor,1,03-01-2024
Vellore,Vellore,TN-VEL-510,Supermarket,Paneer 200g,Dairy,Milky Mist,149,138981.24,15585.29,932.76,88,191,Reliance Retail,1,25-01-2025
Erode,Gobichettipalayam,TN-ERO-677,Convenience,Soft Drink 2L,Beverages,Coca-Cola,129,73198.47,12322.1,567.43,505,247,HUL,9,17-05-2024
Salem,Salem,TN-SAL-519,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,282,120915.96,26349.38,428.78,898,52,P&G,1,09-02-2025
Thanjavur,Thanjavur,TN-THA-310,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,219,131529.21,8152.05,600.59,145,232,P&G,2,31-03-2023
Vellore,Katpadi,TN-VEL-817,Convenience,Paneer 200g,Dairy,Milky Mist,48,33854.88,5114.98,705.31,652,259,Reliance Retail,2,08-05-2023
Kanchipuram,Kanchipuram,TN-KAN-342,Convenience,Bath Soap (Pack),Personal Care,Lux,166,184713.18,23752.37,1112.73,851,238,P&G,6,16-07-2025
Thoothukudi,Thoothukudi,TN-THO-176,Hypermarket,Sugar 1kg,Staples,Madhur,60,12202.8,1011.31,203.38,477,130,Reliance Retail,2,03-01-2025
Erode,Gobichettipalayam,TN-ERO-415,Wholesale,Bath Soap (Pack),Personal Care,Lux,66,8362.2,1768.77,126.7,311,261,Local Distributor,10,24-03-2023
Erode,Gobichettipalayam,TN-ERO-251,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,187,91175.59,5451.4,487.57,306,116,HUL,1,08-04-2025
Tiruvallur,Tiruvallur,TN-TIR-196,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,76,12411.56,773.66,163.31,799,106,HUL,4,31-03-2025
Namakkal,Namakkal,TN-NAM-696,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,43,1965.96,123.65,45.72,924,215,Reliance Retail,3,08-07-2023
Dindigul,Dindigul,TN-DIN-143,Wholesale,Wheat Flour 1kg,Staples,Annapurna,91,101053.68,13807.09,1110.48,741,151,Reliance Retail,1,22-02-2025
Kanchipuram,Kanchipuram,TN-KAN-462,Hypermarket,Tea 500g,Beverages,Tata Tea,145,50783.35,11511.81,350.23,35,207,Metro Cash & Carry,10,18-05-2024
Thanjavur,Kumbakonam,TN-THA-521,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,36,4446.36,562.92,123.51,429,101,Local Distributor,9,25-05-2024
Pudukkottai,Pudukkottai,TN-PUD-491,Convenience,Detergent 1kg,Home Care,Surf Excel,283,266611.47,31675.26,942.09,579,178,P&G,7,07-07-2024
Tirunelveli,Tirunelveli,TN-TIR-426,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,20,21540,4430.94,1077,59,257,Reliance Retail,9,02-01-2025
Sivaganga,Sivaganga,TN-SIV-263,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,128,42816,9130.81,334.5,939,238,ITC,4,06-03-2025
Namakkal,Namakkal,TN-NAM-280,Hypermarket,Mineral Water 1L,Beverages,Bisleri,167,162212.11,30743.3,971.33,935,201,ITC,6,19-10-2023
Sivaganga,Sivaganga,TN-SIV-956,Wholesale,Garbage Bags,Home Care,Supreme,163,37027.08,2132.49,227.16,57,109,Metro Cash & Carry,4,10-02-2023
Nagapattinam,Mayiladuthurai,TN-NAG-100,Convenience,Soft Drink 2L,Beverages,Coca-Cola,108,104933.88,12398.13,971.61,181,285,P&G,1,14-02-2023
Salem,Salem,TN-SAL-892,Supermarket,Floor Cleaner 1L,Home Care,Lizol,191,220310.86,27476.76,1153.46,964,219,Reliance Retail,10,26-07-2023
Dindigul,Palani,TN-DIN-430,Hypermarket,Tea 500g,Beverages,Tata Tea,228,217596.36,52687.13,954.37,664,131,HUL,9,31-12-2024
Vellore,Vellore,TN-VEL-487,Convenience,Toothpaste 150g,Personal Care,Colgate,70,16079,809.73,229.7,718,292,Metro Cash & Carry,7,08-03-2023
Tirunelveli,Palayamkottai,TN-TIR-928,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,294,41997.9,6267.64,142.85,339,240,ITC,4,11-12-2024
Dindigul,Dindigul,TN-DIN-751,Supermarket,Biscuits Family Pack,Snacks,Britannia,233,7793.85,716.54,33.45,709,67,P&G,5,10-08-2023
Chennai,Chennai,TN-CHE-495,Wholesale,Curd 500g,Dairy,Aavin,90,95739.3,14228.43,1063.77,387,139,Metro Cash & Carry,7,27-07-2023
Karur,Karur,TN-KAR-266,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,22,8095.78,920.84,367.99,974,76,ITC,6,15-12-2023
Cuddalore,Cuddalore,TN-CUD-849,Supermarket,Garbage Bags,Home Care,Supreme,52,21776.56,5380.01,418.78,914,173,Local Distributor,1,02-06-2025
Tirunelveli,Palayamkottai,TN-TIR-260,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,174,45683.7,4020.02,262.55,713,191,Local Distributor,9,27-06-2024
Thanjavur,Kumbakonam,TN-THA-343,Supermarket,Wheat Flour 1kg,Staples,Annapurna,206,143106.14,31192.97,694.69,157,63,P&G,1,25-05-2025
Madurai,Thirumangalam,TN-MAD-943,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,107,14385.08,1314.66,134.44,653,124,ITC,8,25-08-2023
Thanjavur,Kumbakonam,TN-THA-582,Wholesale,Bath Soap (Pack),Personal Care,Lux,51,39647.4,5055.26,777.4,379,276,Reliance Retail,6,18-01-2024
Tiruvallur,Tiruvallur,TN-TIR-369,Wholesale,Paneer 200g,Dairy,Milky Mist,139,39888.83,4136.97,286.97,63,88,Local Distributor,2,25-06-2023
Namakkal,Rasipuram,TN-NAM-874,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,288,26484.48,3374.68,91.96,535,157,Metro Cash & Carry,8,27-04-2024
Karur,Karur,TN-KAR-180,Wholesale,Wheat Flour 1kg,Staples,Annapurna,262,181838.48,27887.38,694.04,585,223,Metro Cash & Carry,3,04-09-2023
Tiruvallur,Tiruvallur,TN-TIR-271,Hypermarket,Coffee 200g,Beverages,Bru,69,4854.84,318.84,70.36,699,161,HUL,3,12-06-2024
Dindigul,Dindigul,TN-DIN-189,Wholesale,Garbage Bags,Home Care,Supreme,208,139655.36,30909.2,671.42,532,167,ITC,10,06-12-2025
Kanchipuram,Kanchipuram,TN-KAN-524,Hypermarket,Sugar 1kg,Staples,Madhur,295,210559.2,42464.63,713.76,962,75,ITC,10,26-07-2023
Thanjavur,Kumbakonam,TN-THA-998,Wholesale,Bath Soap (Pack),Personal Care,Lux,201,159322.65,26193.38,792.65,484,59,HUL,5,05-04-2025
Salem,Attur,TN-SAL-139,Wholesale,Biscuits Family Pack,Snacks,Britannia,126,9848.16,1428.41,78.16,275,279,P&G,1,22-11-2024
Thanjavur,Kumbakonam,TN-THA-387,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,121,21606.97,5290.33,178.57,453,248,P&G,5,03-05-2025
Virudhunagar,Virudhunagar,TN-VIR-292,Wholesale,Coffee 200g,Beverages,Bru,213,190488.03,38459.28,894.31,888,145,ITC,9,22-11-2023
Madurai,Thirumangalam,TN-MAD-826,Mall Outlet,Milk 1L,Dairy,Aavin,74,69634.74,10783.44,941.01,582,57,HUL,4,16-02-2024
Coimbatore,Coimbatore,TN-COI-133,Wholesale,Wheat Flour 1kg,Staples,Annapurna,189,160927.83,16864.51,851.47,843,168,Metro Cash & Carry,7,11-09-2023
Chennai,Chennai,TN-CHE-481,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,233,53485.15,11985.82,229.55,600,191,P&G,6,01-12-2023
Thoothukudi,Thoothukudi,TN-THO-391,Supermarket,Milk 1L,Dairy,Aavin,30,6366.9,1047.05,212.23,988,104,HUL,4,28-02-2024
Thoothukudi,Thoothukudi,TN-THO-625,Supermarket,Rice 5kg,Staples,Aachi,247,270610.73,48567.67,1095.59,615,255,ITC,4,31-05-2024
Virudhunagar,Sivakasi,TN-VIR-829,Convenience,Curd 500g,Dairy,Aavin,197,201899.39,28629.25,1024.87,223,169,P&G,9,24-03-2025
Sivaganga,Sivaganga,TN-SIV-107,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,292,228887.12,39325.1,783.86,305,225,ITC,8,11-05-2023
Dindigul,Palani,TN-DIN-755,Convenience,Bath Soap (Pack),Personal Care,Lux,138,109602.36,26352.52,794.22,667,126,HUL,3,25-11-2025
Vellore,Vellore,TN-VEL-924,Mall Outlet,Milk 1L,Dairy,Aavin,168,138312.72,26868.16,823.29,671,177,P&G,5,07-05-2025
Cuddalore,Chidambaram,TN-CUD-854,Supermarket,Mineral Water 1L,Beverages,Bisleri,297,291921.3,34631.62,982.9,730,106,Local Distributor,9,01-09-2025
Namakkal,Rasipuram,TN-NAM-965,Hypermarket,Garbage Bags,Home Care,Supreme,97,35566.99,5127.2,366.67,758,116,Local Distributor,9,10-01-2024
Dindigul,Dindigul,TN-DIN-327,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,162,83617.92,19012.1,516.16,380,116,Metro Cash & Carry,5,07-08-2025
Tiruchirappalli,Srirangam,TN-TIR-154,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,41,23666.02,2104.12,577.22,122,272,Local Distributor,7,21-12-2025
Thanjavur,Kumbakonam,TN-THA-155,Hypermarket,Sugar 1kg,Staples,Madhur,107,45405.45,11235.05,424.35,914,282,Reliance Retail,3,09-10-2024
Tirunelveli,Tirunelveli,TN-TIR-599,Convenience,Tea 500g,Beverages,Tata Tea,165,126837.15,6461.43,768.71,280,103,HUL,10,21-11-2023
Karur,Karur,TN-KAR-232,Mall Outlet,Curd 500g,Dairy,Aavin,224,111104,27005.56,496,392,51,ITC,9,13-02-2024
